"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0049T03S","1984","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       111","T","       111","T","         2","T","","","","","","","","","","","","","","","","","  61.0"," ,T,0808, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    654.0"," ,T","","","","","",""
"USS0049T03S","1985","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       106","T","       106","T","         1","T","","","","","","","","","","","","","","","","","  27.9"," ,T,0907, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    541.8"," ,T","","","","","",""
"USS0049T03S","1986","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       112","T","       112","T","         0","T","","","","","","","","","","","","","","","","","  20.3"," ,T,0714,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    597.3"," ,T","","","","","",""
"USS0049T03S","1987","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       121","T","       121","T","         1","T","","","","","","","","","","","","","","","","","  35.6"," ,T,0501, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    671.3"," ,T","","","","","",""
"USS0049T03S","1988","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       104","T","       104","T","         3","T","","","","","","","","","","","","","","","","","  27.9"," ,T,0813,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    570.0"," ,T","","","","","",""
"USS0049T03S","1989","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       112","T","       112","T","         0","T","","","","","","","","","","","","","","","","","  22.9"," ,T,0721,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    605.7"," ,T","","","","","",""
"USS0049T03S","1990","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","        90","T","        90","T","         0","T","","","","","","","","","","","","","","","","","  17.8"," ,T,0914, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    450.8"," ,T","","","","","",""
"USS0049T03S","1991","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       117","T","       117","T","         0","T","","","","","","","","","","","","","","","","","  12.7"," ,T,1023,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    508.3"," ,T","","","","","",""
"USS0049T03S","1992","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       106","T","       106","T","         2","T","","","","","","","","","","","","","","","","","  35.6"," ,T,0414, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    646.2"," ,T","","","","","",""
"USS0049T03S","1993","68.13","-149.48","1463.0","ATIGUN PASS, AK US","","","","","","","       105","T","       105","T","         1","T","","","","","","","","","","","","","","","","","  30.5"," ,T,0901, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    749.0"," ,T","","","","","",""
